./project --codes-config=project250.conf 

Wed Aug 19 05:25:18 2015

ROSS Revision: 3fcf778aab50497f0774bd29adc89e7054ba44b3

tw_net_start: Found world size to be 1 
num_active is 250
num_reps is 1000
j is 750

ROSS Core Configuration: 
	Total Nodes                                                  1
	Total Processors                                   [Nodes (1) x PE_per_Node (1)] 1
	Total KPs                                          [Nodes (1) x KPs (16)] 16
	Total LPs                                                 2000
	Simulation End Time                                31536000000000000.00
	LP-to-PE Mapping                                   model defined


ROSS Event Memory Allocation:
	Model events                                           1024001
	Network events                                           50000
	Total events                                           1074000

*** START SEQUENTIAL SIMULATION ***

$ sending server 992 talked to receiving server 901 in 2 hops
$ sending server 992 talked to receiving server 901 in 2 hops
$ sending server 969 talked to receiving server 769 in 2 hops
$ sending server 256 talked to receiving server 277 in 3 hops
$ sending server 992 talked to receiving server 901 in 2 hops
$ sending server 82 talked to receiving server 74 in 3 hops
$ sending server 114 talked to receiving server 195 in 3 hops
$ sending server 992 talked to receiving server 901 in 2 hops
$ sending server 496 talked to receiving server 686 in 3 hops
$ sending server 114 talked to receiving server 195 in 3 hops
$ sending server 786 talked to receiving server 716 in 3 hops
$ sending server 394 talked to receiving server 205 in 3 hops
$ sending server 394 talked to receiving server 205 in 3 hops
$ sending server 969 talked to receiving server 769 in 2 hops
$ sending server 496 talked to receiving server 686 in 3 hops
$ sending server 256 talked to receiving server 277 in 3 hops
$ sending server 82 talked to receiving server 74 in 3 hops
$ sending server 407 talked to receiving server 717 in 4 hops
$ sending server 114 talked to receiving server 195 in 3 hops
$ sending server 462 talked to receiving server 468 in 4 hops
$ sending server 786 talked to receiving server 716 in 3 hops
$ sending server 911 talked to receiving server 122 in 4 hops
$ sending server 992 talked to receiving server 901 in 2 hops
$ sending server 394 talked to receiving server 205 in 3 hops
$ sending server 911 talked to receiving server 122 in 4 hops
$ sending server 496 talked to receiving server 686 in 3 hops
$ sending server 444 talked to receiving server 332 in 4 hops
$ sending server 407 talked to receiving server 717 in 4 hops
$ sending server 394 talked to receiving server 205 in 3 hops
$ sending server 924 talked to receiving server 27 in 4 hops
$ sending server 992 talked to receiving server 901 in 2 hops
$ sending server 76 talked to receiving server 164 in 4 hops
$ sending server 969 talked to receiving server 769 in 2 hops
$ sending server 444 talked to receiving server 332 in 4 hops
$ sending server 394 talked to receiving server 205 in 3 hops
$ sending server 496 talked to receiving server 686 in 3 hops
$ sending server 144 talked to receiving server 47 in 4 hops
$ sending server 2 talked to receiving server 33 in 4 hops
$ sending server 911 talked to receiving server 122 in 4 hops
$ sending server 65 talked to receiving server 934 in 5 hops
$ sending server 82 talked to receiving server 74 in 3 hops
$ sending server 514 talked to receiving server 627 in 5 hops
$ sending server 520 talked to receiving server 626 in 5 hops
$ sending server 256 talked to receiving server 277 in 3 hops
$ sending server 514 talked to receiving server 627 in 5 hops
$ sending server 315 talked to receiving server 376 in 5 hops
$ sending server 496 talked to receiving server 686 in 3 hops
$ sending server 428 talked to receiving server 29 in 5 hops
$ sending server 407 talked to receiving server 717 in 4 hops
$ sending server 900 talked to receiving server 817 in 5 hops
$ sending server 656 talked to receiving server 534 in 5 hops
$ sending server 157 talked to receiving server 949 in 5 hops
$ sending server 103 talked to receiving server 22 in 4 hops
$ sending server 394 talked to receiving server 205 in 3 hops
$ sending server 462 talked to receiving server 468 in 4 hops
$ sending server 992 talked to receiving server 901 in 2 hops
$ sending server 114 talked to receiving server 195 in 3 hops
$ sending server 444 talked to receiving server 332 in 4 hops
$ sending server 786 talked to receiving server 716 in 3 hops
$ sending server 924 talked to receiving server 27 in 4 hops
$ sending server 500 talked to receiving server 622 in 5 hops
$ sending server 394 talked to receiving server 205 in 3 hops
$ sending server 444 talked to receiving server 332 in 4 hops
$ sending server 157 talked to receiving server 949 in 5 hops
$ sending server 969 talked to receiving server 769 in 2 hops
$ sending server 2 talked to receiving server 33 in 4 hops
$ sending server 76 talked to receiving server 164 in 4 hops
$ sending server 144 talked to receiving server 47 in 4 hops
$ sending server 656 talked to receiving server 534 in 5 hops
$ sending server 329 talked to receiving server 511 in 5 hops
$ sending server 65 talked to receiving server 934 in 5 hops
$ sending server 175 talked to receiving server 867 in 6 hops
$ sending server 930 talked to receiving server 233 in 6 hops
$ sending server 328 talked to receiving server 557 in 6 hops
$ sending server 662 talked to receiving server 576 in 6 hops
$ sending server 384 talked to receiving server 591 in 6 hops
$ sending server 520 talked to receiving server 626 in 5 hops
$ sending server 256 talked to receiving server 277 in 3 hops
$ sending server 82 talked to receiving server 74 in 3 hops
$ sending server 992 talked to receiving server 901 in 2 hops
$ sending server 83 talked to receiving server 197 in 6 hops
$ sending server 911 talked to receiving server 122 in 4 hops
$ sending server 80 talked to receiving server 570 in 6 hops
$ sending server 496 talked to receiving server 686 in 3 hops
$ sending server 428 talked to receiving server 29 in 5 hops
$ sending server 158 talked to receiving server 352 in 6 hops
$ sending server 135 talked to receiving server 737 in 6 hops
$ sending server 514 talked to receiving server 627 in 5 hops
$ sending server 410 talked to receiving server 551 in 6 hops
$ sending server 407 talked to receiving server 717 in 4 hops
$ sending server 900 talked to receiving server 817 in 5 hops
$ sending server 315 talked to receiving server 376 in 5 hops
$ sending server 656 talked to receiving server 534 in 5 hops
$ sending server 462 talked to receiving server 468 in 4 hops
$ sending server 394 talked to receiving server 205 in 3 hops
$ sending server 114 talked to receiving server 195 in 3 hops
$ sending server 746 talked to receiving server 807 in 6 hops
$ sending server 157 talked to receiving server 949 in 5 hops
$ sending server 911 talked to receiving server 122 in 4 hops
$ sending server 329 talked to receiving server 511 in 5 hops
$ sending server 924 talked to receiving server 27 in 4 hops
$ sending server 444 talked to receiving server 332 in 4 hops
$ sending server 135 talked to receiving server 737 in 6 hops
$ sending server 514 talked to receiving server 627 in 5 hops
$ sending server 253 talked to receiving server 972 in 6 hops
$ sending server 444 talked to receiving server 332 in 4 hops
$ sending server 394 talked to receiving server 205 in 3 hops
$ sending server 948 talked to receiving server 788 in 6 hops
$ sending server 992 talked to receiving server 901 in 2 hops
$ sending server 786 talked to receiving server 716 in 3 hops
$ sending server 760 talked to receiving server 577 in 6 hops
$ sending server 890 talked to receiving server 713 in 6 hops
$ sending server 500 talked to receiving server 622 in 5 hops
$ sending server 969 talked to receiving server 769 in 2 hops
$ sending server 65 talked to receiving server 934 in 5 hops
$ sending server 746 talked to receiving server 807 in 6 hops
$ sending server 500 talked to receiving server 622 in 5 hops
$ sending server 760 talked to receiving server 577 in 6 hops
$ sending server 2 talked to receiving server 33 in 4 hops
$ sending server 634 talked to receiving server 795 in 6 hops
$ sending server 76 talked to receiving server 164 in 4 hops
$ sending server 83 talked to receiving server 197 in 6 hops
$ sending server 144 talked to receiving server 47 in 4 hops
$ sending server 76 talked to receiving server 164 in 4 hops
$ sending server 253 talked to receiving server 972 in 6 hops
$ sending server 463 talked to receiving server 368 in 6 hops
$ sending server 257 talked to receiving server 945 in 6 hops
$ sending server 447 talked to receiving server 324 in 6 hops
$ sending server 175 talked to receiving server 867 in 6 hops
$ sending server 662 talked to receiving server 576 in 6 hops
$ sending server 656 talked to receiving server 534 in 5 hops
$ sending server 656 talked to receiving server 534 in 5 hops
$ sending server 65 talked to receiving server 934 in 5 hops
$ sending server 589 talked to receiving server 959 in 7 hops
$ sending server 256 talked to receiving server 277 in 3 hops
$ sending server 466 talked to receiving server 225 in 7 hops
$ sending server 520 talked to receiving server 626 in 5 hops
$ sending server 384 talked to receiving server 591 in 6 hops
$ sending server 441 talked to receiving server 950 in 7 hops
$ sending server 992 talked to receiving server 901 in 2 hops
$ sending server 930 talked to receiving server 233 in 6 hops
$ sending server 428 talked to receiving server 29 in 5 hops
$ sending server 76 talked to receiving server 164 in 4 hops
$ sending server 496 talked to receiving server 686 in 3 hops
$ sending server 157 talked to receiving server 949 in 5 hops
$ sending server 55 talked to receiving server 7 in 7 hops
$ sending server 407 talked to receiving server 717 in 4 hops
$ sending server 303 talked to receiving server 431 in 6 hops
$ sending server 500 talked to receiving server 622 in 5 hops
$ sending server 948 talked to receiving server 788 in 6 hops
$ sending server 80 talked to receiving server 570 in 6 hops
$ sending server 746 talked to receiving server 807 in 6 hops
$ sending server 559 talked to receiving server 387 in 7 hops
$ sending server 426 talked to receiving server 166 in 7 hops
$ sending server 384 talked to receiving server 591 in 6 hops
$ sending server 114 talked to receiving server 195 in 3 hops
$ sending server 103 talked to receiving server 22 in 4 hops
$ sending server 883 talked to receiving server 486 in 7 hops
$ sending server 760 talked to receiving server 577 in 6 hops
$ sending server 253 talked to receiving server 972 in 6 hops
$ sending server 900 talked to receiving server 817 in 5 hops
$ sending server 900 talked to receiving server 817 in 5 hops
$ sending server 82 talked to receiving server 74 in 3 hops
$ sending server 462 talked to receiving server 468 in 4 hops
$ sending server 444 talked to receiving server 332 in 4 hops
$ sending server 394 talked to receiving server 205 in 3 hops
$ sending server 295 talked to receiving server 78 in 7 hops
$ sending server 315 talked to receiving server 376 in 5 hops
$ sending server 399 talked to receiving server 729 in 7 hops
$ sending server 514 talked to receiving server 627 in 5 hops
$ sending server 103 talked to receiving server 22 in 4 hops
$ sending server 911 talked to receiving server 122 in 4 hops
$ sending server 139 talked to receiving server 638 in 6 hops
$ sending server 496 talked to receiving server 686 in 3 hops
$ sending server 992 talked to receiving server 901 in 2 hops
$ sending server 422 talked to receiving server 308 in 7 hops
$ sending server 656 talked to receiving server 534 in 5 hops
$ sending server 458 talked to receiving server 309 in 7 hops
$ sending server 410 talked to receiving server 551 in 6 hops
$ sending server 786 talked to receiving server 716 in 3 hops
$ sending server 924 talked to receiving server 27 in 4 hops
$ sending server 410 talked to receiving server 551 in 6 hops
$ sending server 158 talked to receiving server 352 in 6 hops
$ sending server 883 talked to receiving server 486 in 7 hops
$ sending server 559 talked to receiving server 387 in 7 hops
$ sending server 500 talked to receiving server 622 in 5 hops
$ sending server 890 talked to receiving server 713 in 6 hops
$ sending server 256 talked to receiving server 277 in 3 hops
